time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,train/loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/clip_fraction,train/explained_variance,train/value_loss,train/clip_range,train/learning_rate
139264,0.0,291,478,100.0,68,-0.03299741446971893,-1.4743411149829626,-0.024423988682974594,0.021503188,670,0.254443359375,-0.7324868440628052,2.8749920588211353e-05,0.2,0.0003
141312,0.0,295,478,100.0,69,-0.01723288930952549,-1.427931110188365,-0.014253665748401544,0.014376735,680,0.159375,-0.0425952672958374,2.289911264199418e-05,0.2,0.0003
143360,0.0,299,478,100.0,70,-0.026200247928500175,-1.432333755493164,-0.014711308738333173,0.015602506,690,0.144384765625,-1.9135713577270508,1.3360873599310707e-05,0.2,0.0003
145408,0.0,303,478,100.0,71,0.0018680364592000842,-1.422733411192894,-0.01792784491117345,0.013697341,700,0.1556640625,-3.8933191299438477,1.3166346021620257e-05,0.2,0.0003
147456,0.0,308,478,100.0,72,-0.053899139165878296,-1.3877590347081423,-0.022010461539321114,0.016516104,710,0.22900390625,-2.3506455421447754,4.115642139481679e-05,0.2,0.0003
149504,0.0,312,478,100.0,73,-0.023254651576280594,-1.3365559320896865,-0.014056363356939983,0.018386547,720,0.16259765625,-0.3846914768218994,1.1540107402652211e-05,0.2,0.0003
151552,0.0,316,478,100.0,74,-0.035204652696847916,-1.3613377280533314,-0.021372687302937267,0.01809771,730,0.1947265625,-1.0437772274017334,1.9366020644895343e-05,0.2,0.0003
153600,0.0,320,478,100.0,75,-0.045592211186885834,-1.3378500316292048,-0.02449964701081626,0.02513941,740,0.211328125,-0.23065149784088135,2.3805275220922793e-05,0.2,0.0003
155648,0.0,325,478,100.0,76,0.056758813560009,-1.359134291857481,-0.014250799840374384,0.015130809,750,0.15361328125,-0.1954413652420044,2.283645760599029e-05,0.2,0.0003
157696,0.0,329,478,100.0,77,-0.03530800715088844,-1.3087553333491087,-0.01701231719343923,0.017179968,760,0.17578125,-2.0161211490631104,1.3016902978790768e-05,0.2,0.0003
159744,0.0,333,478,100.0,78,-0.026647226884961128,-1.3061361338943243,-0.014553828169300686,0.017624727,770,0.19404296875,-1.6632294654846191,2.0537790027219673e-05,0.2,0.0003
161792,0.0,337,479,100.0,79,-0.017561255022883415,-1.3062449339777231,-0.014317405321344267,0.022669941,780,0.203564453125,-0.9582194089889526,2.2474255956694833e-05,0.2,0.0003
163840,0.0,341,479,100.0,80,-0.016446268185973167,-1.3273847363889217,-0.019668058007664514,0.018722687,790,0.140576171875,-0.7447853088378906,5.605603281537697e-05,0.2,0.0003
165888,0.0,346,479,100.0,81,-0.059302765876054764,-1.3450312100350856,-0.020923521403165068,0.035192594,800,0.212841796875,0.034175217151641846,0.00011044656721992396,0.2,0.0003
167936,0.0,350,478,100.0,82,-0.048901963979005814,-1.375809072330594,-0.023769132983579765,0.019651309,810,0.16982421875,0.15149438381195068,3.3547018369972646e-05,0.2,0.0003
169984,0.0,354,479,100.0,83,-0.0827845111489296,-1.3894828528165817,-0.02193477270848234,0.03458786,820,0.216748046875,-1.035127878189087,3.725666528850979e-05,0.2,0.0003
172032,0.0,358,479,100.0,84,0.042931001633405685,-1.3938975665718316,-0.020987157433410175,0.017404828,830,0.25126953125,-0.5184799432754517,6.761372613937056e-05,0.2,0.0003
174080,0.0,363,479,100.0,85,-0.04150008037686348,-1.403159449622035,-0.019573970600322354,0.014829055,840,0.1591796875,-0.16180944442749023,6.178953082098815e-05,0.2,0.0003
176128,0.0,367,479,100.0,86,-0.014897437766194344,-1.3899044275283814,-0.01625860432177433,0.012913556,850,0.1177734375,-0.7766462564468384,6.202448250576253e-05,0.2,0.0003
178176,0.0,371,479,100.0,87,-0.06351527571678162,-1.3629678118973971,-0.01897198040096555,0.021291973,860,0.16064453125,-0.12760484218597412,2.991671766210402e-05,0.2,0.0003
180224,0.0,375,479,100.0,88,-0.031586747616529465,-1.356722043454647,-0.023638999016111484,0.015911367,870,0.15703125,0.12035715579986572,3.083029945685212e-05,0.2,0.0003
182272,0.0,379,479,100.0,89,-0.05025745555758476,-1.3597727835178375,-0.02184901111468207,0.022307944,880,0.22490234375,0.22160708904266357,2.1898228669670062e-05,0.2,0.0003
184320,0.0,384,479,100.0,90,-0.0072652907110750675,-1.370349269732833,-0.022039618440612686,0.024842251,890,0.214404296875,0.3198297619819641,1.8701177170044046e-05,0.2,0.0003
186368,0.0,388,480,100.0,91,-0.04160095751285553,-1.3062097113579512,-0.018884154322586257,0.012053175,900,0.108544921875,-0.7478705644607544,2.286266709887741e-05,0.2,0.0003
188416,0.0,392,480,100.0,92,-0.03524468466639519,-1.3149808436632155,-0.01737751401233254,0.022518035,910,0.171240234375,0.2430465817451477,2.2201344721395343e-05,0.2,0.0003
190464,0.0,396,480,100.0,93,-0.016357483342289925,-1.3403017055243254,-0.01671918945903599,0.01781737,920,0.146142578125,0.32386332750320435,3.2199696879331444e-05,0.2,0.0003
192512,0.0,400,480,100.0,94,-0.022340085357427597,-1.3179465740919114,-0.01246142085583415,0.018204466,930,0.131640625,0.49726223945617676,7.408001433617528e-05,0.2,0.0003
194560,0.0,404,480,100.0,95,-0.020467694848775864,-1.2604012425988913,-0.013222136379772565,0.012784726,940,0.12734375,0.1751919388771057,3.847111740356013e-05,0.2,0.0003
196608,0.0,408,480,100.0,96,-0.044333234429359436,-1.269369489327073,-0.017495195270021212,0.015235387,950,0.13759765625,-0.23388969898223877,6.189257085509325e-06,0.2,0.0003
198656,0.0,413,480,100.0,97,-0.0030998908914625645,-1.2852523654699326,-0.006163327378089889,0.011624597,960,0.084326171875,0.26514172554016113,3.052536800964845e-05,0.2,0.0003
200704,0.0,417,481,100.0,98,-0.03847173973917961,-1.1943401001393794,-0.011482268231338822,0.0086928895,970,0.103076171875,0.4149411916732788,3.575378015767683e-05,0.2,0.0003
