time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/clip_range,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/loss,train/explained_variance,train/value_loss,train/n_updates
102400,50,508,91.12,0.49077779000000005,201,0.2,0.142333984375,0.0003,-0.01365606611216208,0.015542788,-1.221261604502797,-0.017561597749590874,0.44689303636550903,0.012636345760256518,490
104448,51,508,89.79,0.5281666700000001,205,0.2,0.165673828125,0.0003,-0.011197020392864942,0.016537208,-1.1700138032436371,-0.031086988747119904,0.42526447772979736,0.012067816182388924,500
106496,52,508,83.99,0.54252777,209,0.2,0.1125,0.0003,-0.01006180765107274,0.013242253,-1.1327687751501798,-0.0014061229303479195,0.44077837467193604,0.013235078824800439,510
108544,53,509,86.05,0.50016665,213,0.2,0.118212890625,0.0003,-0.008726799784926697,0.013712119,-1.1197777450084687,0.011896539479494095,0.40254151821136475,0.017377324313565624,520
110592,54,509,81.92,0.49186109,217,0.2,0.161572265625,0.0003,-0.01417170161876129,0.013513409,-1.109544075280428,-0.0031301602721214294,0.35511720180511475,0.010298338788561522,530
112640,55,509,77.9,0.4810000000000001,221,0.2,0.170361328125,0.0003,-0.011197928299952763,0.01735951,-1.0832192085683345,-0.014013165608048439,0.37134623527526855,0.01667756333918078,540
114688,56,509,76.4,0.4940277999999999,225,0.2,0.1205078125,0.0003,-0.010610397197160637,0.014988269,-1.035179533995688,-0.021649504080414772,0.4712561368942261,0.01570371611160226,550
116736,57,509,69.02,0.55388891,229,0.2,0.123388671875,0.0003,-0.012611568349529988,0.015491141,-1.019268356822431,-0.023419983685016632,0.3907114863395691,0.01965753053955268,560
118784,58,508,66.48,0.5127500299999999,233,0.2,0.147119140625,0.0003,-0.010617874597664922,0.013244893,-0.9822827072814106,0.015746237710118294,0.4280995726585388,0.016715802863473073,570
120832,59,509,70.38,0.5383055900000001,237,0.2,0.11962890625,0.0003,-0.012780272818054073,0.011607174,-0.998973317630589,0.0025673266500234604,0.42110466957092285,0.01891656890802551,580
122880,60,509,70.2,0.51883335,241,0.2,0.12734375,0.0003,-0.01134068741230294,0.01353294,-0.9833851240575313,-0.0010003522038459778,0.3656935691833496,0.0154010404687142,590
124928,61,508,70.85,0.56883334,245,0.2,0.136962890625,0.0003,-0.011258434531919192,0.011947466,-1.0070770621299743,-0.002998627722263336,0.41859108209609985,0.014139101830369327,600
126976,62,508,66.05,0.59533334,249,0.2,0.1291015625,0.0003,-0.01031429792419658,0.011862758,-0.9953517965972424,-0.0020166547037661076,0.48081904649734497,0.014012055886269081,610
129024,63,508,61.45,0.61661112,253,0.2,0.138916015625,0.0003,-0.014070613808871712,0.01041387,-0.9003005797043443,-0.008762650191783905,0.47470009326934814,0.018581616834853775,620
131072,64,508,60.94,0.61080557,257,0.2,0.102880859375,0.0003,-0.008190533131710254,0.010224888,-0.9349240923300386,-0.00524139404296875,0.469541072845459,0.0166534877702361,630
133120,65,508,64.07,0.5934722400000001,261,0.2,0.1130859375,0.0003,-0.009714745690871496,0.011038894,-0.8678351970389485,-0.014703873544931412,0.3817925453186035,0.0163977890406386,640
135168,66,507,58.65,0.61852779,266,0.2,0.1103515625,0.0003,-0.01045662198739592,0.010856586,-0.8169294178485871,-0.028949260711669922,0.48922646045684814,0.012016299348033499,650
137216,67,507,55.17,0.58208333,270,0.2,0.108203125,0.0003,-0.007391932531027124,0.009620866,-0.8009593667462468,0.035267334431409836,0.5458292365074158,0.01612652642070316,660
139264,68,507,55.6,0.5695833,274,0.2,0.10029296875,0.0003,-0.010251921015151311,0.009917704,-0.7347453568130732,-0.020226730033755302,0.3918083906173706,0.018698599518393165,670
141312,69,506,58.49,0.5756110700000001,278,0.2,0.11669921875,0.0003,-0.011026617890456692,0.012981208,-0.7297035248950123,0.0050052460283041,0.3391869068145752,0.01794289292593021,680
143360,70,506,55.89,0.58974998,283,0.2,0.088525390625,0.0003,-0.007043936289846897,0.00718817,-0.6961584703996777,0.016438547521829605,0.40180903673171997,0.019640510340104812,690
145408,71,505,57.06,0.61877776,287,0.2,0.1076171875,0.0003,-0.007648153002082836,0.0199484,-0.7070814998820424,-0.01661650836467743,0.40834683179855347,0.017308183549903332,700
147456,72,505,55.08,0.6155832999999999,291,0.2,0.112939453125,0.0003,-0.009671403076936258,0.011266705,-0.7492092620581389,0.004907464608550072,0.3522769808769226,0.017567731131566688,710
149504,73,504,54.94,0.63599998,296,0.2,0.09892578125,0.0003,-0.009425539552466944,0.009497725,-0.6749285809695721,-0.02290494740009308,0.38461804389953613,0.01560177379869856,720
151552,74,504,52.57,0.63199999,300,0.2,0.11103515625,0.0003,-0.010299576914985665,0.01377013,-0.6768249416723847,-0.011506388895213604,0.4406941533088684,0.015918868698645384,730
153600,75,503,52.56,0.64075001,304,0.2,0.125341796875,0.0003,-0.011082555979373864,0.024598915,-0.7291660200804472,-0.013257804326713085,0.4256764054298401,0.015700661556911653,740
155648,76,503,55.2,0.66197222,309,0.2,0.105810546875,0.0003,-0.01202963947871467,0.012760478,-0.7128310849890113,-0.013373054563999176,0.4395766258239746,0.015007094694010448,750
157696,77,502,60.25,0.6903333200000001,313,0.2,0.14208984375,0.0003,-0.014452498851460405,0.016848043,-0.7952511226758361,-0.015585066750645638,0.4247950315475464,0.01498322039260529,760
159744,78,501,64.78,0.6920277300000001,318,0.2,0.10703125,0.0003,-0.009647076867258875,0.008832639,-0.7595069907605648,0.001000500749796629,0.413316547870636,0.013201373862102628,770
161792,79,501,67.36,0.68797217,322,0.2,0.090625,0.0003,-0.009711476054508238,0.008662005,-0.7179963279515504,0.002406395971775055,0.3523861765861511,0.013575996305735315,780
163840,80,501,70.68,0.64674997,326,0.2,0.106201171875,0.0003,-0.011397471725649666,0.00921875,-0.7415749059990049,0.0020954348146915436,0.3153355121612549,0.014123155560810119,790
165888,81,500,67.76,0.64572223,331,0.2,0.10478515625,0.0003,-0.012095199401665013,0.011356691,-0.7191554270684719,-0.004287698306143284,0.3879108428955078,0.014406914050050545,800
167936,82,500,59.62,0.65813891,335,0.2,0.1353515625,0.0003,-0.013925103447400033,0.011131965,-0.7347695823758841,-0.012267406098544598,0.4071652293205261,0.01627684520208277,810
169984,83,499,53.92,0.70036113,340,0.2,0.09384765625,0.0003,-0.012192411987052764,0.00924687,-0.6748939465731383,-0.017619647085666656,0.4238762855529785,0.014771932072471827,820
172032,84,499,54.81,0.7160000200000002,344,0.2,0.09912109375,0.0003,-0.011437674095213879,0.010204254,-0.6281115452758967,-0.026580188423395157,0.4698168635368347,0.014902058306324762,830
174080,85,499,56.3,0.7405277799999999,348,0.2,0.074609375,0.0003,-0.009428856861632084,0.007682248,-0.5849653584882617,0.013992929831147194,0.4135029911994934,0.011172434904437978,840
176128,86,498,53.32,0.7201389200000001,353,0.2,0.085205078125,0.0003,-0.009553590648283716,0.010207331,-0.5723804745823144,0.001504519023001194,0.44478553533554077,0.011918392770166975,850
178176,87,498,46.77,0.6975833599999999,357,0.2,0.09814453125,0.0003,-0.009604364022379741,0.016548697,-0.5978294404223561,0.0009490512311458588,0.4338001608848572,0.013916845926723908,860
180224,88,498,48.77,0.71094448,361,0.2,0.090625,0.0003,-0.009021947911242023,0.01317423,-0.6257439851760864,-0.009753528982400894,0.38910579681396484,0.015702331520151346,870
182272,89,497,53.0,0.6431666900000002,366,0.2,0.099169921875,0.0003,-0.008762387289607432,0.010310126,-0.6305550141260028,0.010669071227312088,0.41801226139068604,0.012737885463866404,880
184320,90,497,58.03,0.6234166800000001,370,0.2,0.092724609375,0.0003,-0.012376185321772936,0.014196657,-0.5966057547368109,0.007663817144930363,0.36312001943588257,0.019397079860209488,890
186368,91,497,58.58,0.60369442,374,0.2,0.10625,0.0003,-0.013096054451307283,0.016894396,-0.6263965843245387,-0.023804273456335068,0.30255019664764404,0.013893404767441098,900
188416,92,496,57.63,0.63686111,379,0.2,0.120703125,0.0003,-0.014106012060074136,0.015062167,-0.6688830975443125,-0.01569366455078125,0.4694024324417114,0.013952176252496428,910
190464,93,496,54.04,0.6806389100000001,383,0.2,0.096044921875,0.0003,-0.010938387218629941,0.012241213,-0.5927213123999536,-0.02128242328763008,0.4431622624397278,0.015170682148891501,920
192512,94,496,49.24,0.6945278000000001,387,0.2,0.11328125,0.0003,-0.013341862220840994,0.013313883,-0.5719783120788634,-0.015796659514307976,0.4475528597831726,0.014412492534029297,930
194560,95,495,50.64,0.7063333199999999,392,0.2,0.08681640625,0.0003,-0.011964402557350696,0.011210075,-0.5286574365571142,-0.027955487370491028,0.4059106707572937,0.015944217369542456,940
196608,96,495,55.35,0.68699999,396,0.2,0.090673828125,0.0003,-0.007533202532795258,0.0114089865,-0.5561536599881947,0.02222457528114319,0.3998071551322937,0.01594788476941176,950
198656,97,495,56.49,0.6608055499999999,401,0.2,0.095458984375,0.0003,-0.010259732070699102,0.01602263,-0.4960430793464184,-0.018164105713367462,0.44246506690979004,0.01351914875995135,960
200704,98,494,52.51,0.66352776,405,0.2,0.120068359375,0.0003,-0.010989570793753956,0.012533658,-0.5556152757257223,-0.002953900024294853,0.4003121852874756,0.0186400490521919,970
