time/fps,time/total_timesteps,time/iterations,shield/stage,rollout/ep_rew_mean,shield/transition_timestep,time/time_elapsed,shield/delta,rollout/ep_len_mean,train/value_loss,train/approx_kl,train/loss,train/clip_fraction,train/n_updates,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/entropy_loss
4668,4030464,82,,0.7325897812843323,,863,,16.97,0.018325233770156046,0.0036570642,0.010303061455488205,0.019950358072916667,810,0.2,0.27061980962753296,-0.0011096436695879675,0.0003,-0.14690326999795314
4669,4079616,83,,0.7431172728538513,,873,,17.05,0.01906356727728659,0.0024400854,0.009340318851172924,0.018330891927083332,820,0.2,0.2758215665817261,-0.0008344981266115308,0.0003,-0.14742244590694706
4670,4128768,84,,0.7554882764816284,,884,,19.32,0.01801846449622341,0.008339536,0.012016127817332745,0.01536865234375,830,0.2,0.2868918180465698,-0.001026728903707408,0.0003,-0.13607972958125175
4672,4177920,85,,0.7870000600814819,,894,,18.76,0.015919558829045853,0.0014218367,0.010491060093045235,0.01279296875,840,0.2,0.3022552728652954,-0.0006775240371401499,0.0003,-0.12739386406804745
4675,4227072,86,,0.797070324420929,,904,,18.79,0.018664507748326287,0.0015951408,0.003685719333589077,0.011684163411458334,850,0.2,0.2804371118545532,-0.0007005505759480002,0.0003,-0.1318977268024658
4678,4276224,87,,0.7602695226669312,,914,,17.82,0.018057674543039564,0.0015779972,0.006665769033133984,0.01177978515625,860,0.2,0.283460795879364,-0.0008866346280531919,0.0003,-0.12752737221308053
4680,4325376,88,,0.7960156202316284,,924,,18.85,0.017359428354150927,0.0014928825,0.00492881191894412,0.012896728515625,870,0.2,0.2857457399368286,-0.0008891030337205545,0.0003,-0.124211393801185
4683,4374528,89,,0.740621030330658,,934,,17.73,0.01757444138468903,0.0016293091,0.012301187962293625,0.013277180989583333,880,0.2,0.2878967523574829,-0.0009693758480352699,0.0003,-0.11940321002233152
4686,4423680,90,,0.7594258189201355,,943,,17.98,0.018006158717616925,0.0045974967,0.0048203784972429276,0.016878255208333335,890,0.2,0.2784793972969055,-0.0010485540665285953,0.0003,-0.11771076194321116
4687,4472832,91,,0.796578049659729,,954,,18.62,0.01838510402206642,0.0027480896,0.00976492278277874,0.018294270833333334,900,0.2,0.2743842601776123,-0.0014420331632815457,0.0003,-0.12315333034687986
4689,4521984,92,,0.7867538928985596,,964,,19.03,0.016998625452348884,0.0036172457,0.0021127918735146523,0.014595540364583333,910,0.2,0.284621000289917,-0.001166523289430188,0.0003,-0.11148470231564715
4692,4571136,93,,0.7693203687667847,,974,,18.09,0.016719840101723095,0.0028709397,0.007230088114738464,0.013653564453125,920,0.2,0.28125524520874023,-0.0009817730767887648,0.0003,-0.10360748720510553
4694,4620288,94,,0.7999532222747803,,984,,17.84,0.017761178885848494,0.0018054439,0.003841509111225605,0.012229410807291667,930,0.2,0.2818143963813782,-0.0009426391619854257,0.0003,-0.11425299089557181
4695,4669440,95,,0.7773867249488831,,994,,18.54,0.017630975942059497,0.0014175932,0.011355794034898281,0.010544840494791667,940,0.2,0.28070777654647827,-0.0007019387854597881,0.0003,-0.11105262454366312
4697,4718592,96,,0.7217461466789246,,1004,,18.66,0.017640495908320494,0.0030246072,0.007485918700695038,0.013627115885416667,950,0.2,0.2735127806663513,-0.0007904728750569727,0.0003,-0.11381457425498714
4698,4767744,97,,0.7810937762260437,,1014,,20.6,0.016252759531804866,0.007085009,0.006012059282511473,0.04269002278645833,960,0.2,0.29153168201446533,-0.0017033260782227445,0.0003,-0.199721340489729
4700,4816896,98,,0.760515570640564,,1024,,17.78,0.015156891323810366,0.031020915,0.004957878962159157,0.05362752278645833,970,0.2,0.27752232551574707,-0.002826502176988773,0.0003,-0.22323281302427253
4701,4866048,99,,0.7956992983818054,,1034,,19.11,0.015889841856551356,0.073582806,0.002240917645394802,0.03992919921875,980,0.2,0.29517608880996704,-0.0022638297254161444,0.0003,-0.15238494188524782
4702,4915200,100,,0.7465272545814514,,1045,,16.41,0.018105358873435763,0.008584722,0.007689083460718393,0.022151692708333334,990,0.2,0.2833808660507202,-0.0011373402069997003,0.0003,-0.13116797655820847
4704,4964352,101,,0.8149256706237793,,1055,,19.03,0.01881125582488797,0.0040295287,0.0029603634029626846,0.0173095703125,1000,0.2,0.2901730537414551,-0.0009288594675429825,0.0003,-0.13260225312163432
4695,5013504,102,,0.767316460609436,,1067,,18.44,0.017029412503567678,0.0038709117,0.006925766356289387,0.03402506510416667,1010,0.2,0.2932592034339905,-0.0013480998151256549,0.0003,-0.16378341604334612
