time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,shield/actions_allowed,shield/actions_block_ignored,shield/actions_blocked,rollout/ep_rew_mean,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/value_loss,train/explained_variance,train/n_updates,train/clip_range,train/loss,train/approx_kl,shield/stage,shield/delta,shield/transition_timestep
667,2850816,58,4271,25.9,2262946,0,333253,0.8876786231994629,-0.10454890951126193,-0.0009213161608082979,0.0003,0.011029052734375,0.0030181042505015893,0.5290877223014832,570,0.2,0.0002136200200766325,0.0010119859,,,
679,2899968,59,4269,25.74,2309219,0,336054,0.8981428742408752,-0.10010705863436063,-0.0010203411145387994,0.0003,0.0137939453125,0.0030389700059458846,0.5275112390518188,580,0.2,-0.005711122881621122,0.001385944,,,
691,2949120,60,4267,26.59,2355304,0,339063,0.8951072096824646,-0.09700507693535959,-0.000835495690201545,0.0003,0.011444091796875,0.002600908729497557,0.5552080273628235,590,0.2,-0.001105390372686088,0.0011087955,,,
702,2998272,61,4265,24.65,2401387,0,342070,0.8832858204841614,-0.09184584938532983,-0.0011481502375014921,0.0003,0.014534505208333333,0.004233350084662865,0.43553513288497925,600,0.2,0.0024856007657945156,0.0046189176,,,
715,3047424,62,4261,32.64,2449528,0,343023,0.8550714254379272,-0.08862217689165845,-0.0006913696881383658,0.0003,0.009869384765625,0.002909318562039213,0.5278112888336182,610,0.2,-0.002513210056349635,0.0013091383,2,0.25,3000000
726,3096576,63,4260,29.37,2497858,0,343801,0.8180358409881592,-0.15615987764904277,-0.007952988841740687,0.0003,0.08567708333333333,0.006407409749651076,0.42451012134552,620,0.2,-0.00468488410115242,0.015901633,,,
738,3145728,64,4259,27.96,2546098,0,344571,0.8609285950660706,-0.15901498313760384,0.016147884951169544,0.0003,0.045393880208333334,0.004658903177005414,0.5316858887672424,630,0.2,0.0032368081156164408,0.11272485,,,
750,3194880,65,4257,28.93,2594386,0,345339,0.8669642806053162,-0.21919422988624623,-0.006039191264365703,0.0003,0.05978800455729167,0.004258615948856459,0.5200291872024536,640,0.2,-0.018417702987790108,0.0053135897,,,
762,3244032,66,4256,27.94,2642727,0,346066,0.9002143144607544,-0.19918881638441235,-0.005470674590590837,0.0003,0.06291300455729167,0.0037801223411709846,0.5389674305915833,650,0.2,0.000380305340513587,0.004569636,,,
773,3293184,67,4254,28.07,2690912,0,346933,0.8699642419815063,-0.18204735460846375,-0.004998789371954141,0.0003,0.062418619791666664,0.004241447908316332,0.4908970594406128,660,0.2,-0.008722265250980854,0.00434473,,,
785,3342336,68,4253,25.87,2739095,0,347795,0.887999951839447,-0.15974045591428876,-0.003409240791309761,0.0003,0.04171956380208333,0.003309008977218279,0.5428975820541382,670,0.2,-0.0012517216382548213,0.004790765,,,
797,3391488,69,4251,25.28,2787269,0,348686,0.8804642558097839,-0.14183471807821965,-0.0025072990344900364,0.0003,0.029069010416666666,0.0036858330635368476,0.4973968267440796,680,0.2,-0.0017925300635397434,0.013670485,,,
809,3440640,70,4250,22.64,2835163,0,349773,0.8507142663002014,-0.15168506345168378,-0.002698408015445845,0.0003,0.027610270182291667,0.004106033515017771,0.4750834107398987,690,0.2,-0.0013753320090472698,0.0036185135,,,
821,3489792,71,4248,23.59,2882770,0,351145,0.8962857127189636,-0.1532151042910603,-0.002160820889700214,0.0003,0.030308024088541666,0.0040218319475267585,0.45183438062667847,700,0.2,-0.0019556554034352303,0.0038479187,,,
833,3538944,72,4247,24.82,2930419,0,352460,0.8530356884002686,-0.182714091350014,-0.0021788923242335536,0.0003,0.028597005208333335,0.004620582528696104,0.44122177362442017,710,0.2,-0.00874995905905962,0.002967891,,,
845,3588096,73,4245,22.85,2977902,0,353991,0.8894285559654236,-0.17191014932468535,-0.0018726440158085703,0.0003,0.025248209635416668,0.005660201539224848,0.3980001211166382,720,0.2,-0.009241103194653988,0.002505561,,,
856,3637248,74,4244,22.62,3025384,0,355494,0.8704286217689514,-0.1732117456306393,-0.0021970103033709166,0.0003,0.031378173828125,0.005365032185060651,0.40025794506073,730,0.2,-0.007021153345704079,0.0023225378,,,
868,3686400,75,4243,22.56,3072635,0,357247,0.9001428484916687,-0.16508045989321546,-0.002389565509596044,0.0003,0.031890869140625,0.005398351110428242,0.4066004157066345,740,0.2,0.0017822072841227055,0.002664094,,,
880,3735552,76,4242,22.05,3119634,0,359248,0.892714262008667,-0.16538621191478645,-0.001987486122986108,0.0003,0.036932373046875,0.006812824877124512,0.3492078185081482,750,0.2,0.0005607614293694496,0.002707431,,,
892,3784704,77,4240,21.97,3166406,0,361490,0.9021071791648865,-0.168075888894964,-0.0026527308427830576,0.0003,0.041424560546875,0.00526770082906296,0.38683170080184937,760,0.2,0.0009894431568682194,0.0044068475,,,
904,3833856,78,4239,21.71,3212439,0,364121,0.8746786713600159,-0.18197549891192466,-0.0026844780527123173,0.0003,0.041426595052083334,0.007034138095332309,0.33632445335388184,770,0.2,0.008046811446547508,0.0063709766,,,
916,3883008,79,4238,23.28,3258482,0,366760,0.916857123374939,-0.20923807149908194,-0.0028632593479414937,0.0003,0.03909912109375,0.008542475642570935,0.3130985498428345,780,0.2,-0.0016963258385658264,0.0041724546,,,
927,3932160,80,4237,21.22,3304698,0,369335,0.9145357608795166,-0.19705692439650496,-0.002133694882953326,0.0003,0.036181640625,0.010821311631298158,0.28155070543289185,790,0.2,-0.005586822982877493,0.00585222,,,
939,3981312,81,4236,20.47,3350751,0,372088,0.8787500858306885,-0.18285865432117135,-0.0011037934314420757,0.0003,0.023459879557291667,0.009791603758700754,0.30823999643325806,800,0.2,0.007716383785009384,0.0023122428,,,
950,4030464,82,4238,19.59,0,0,0,0.375642865896225,-0.20236068562759707,-0.003159698637925127,0.0003,0.06247762044270833,0.008407023340684343,0.32111304998397827,810,0.2,-0.0038383393548429012,0.0037922375,3,0.0,4000008
961,4079616,83,4243,20.76,0,0,0,0.5666428208351135,-0.2394655389090379,-0.011635170815073556,0.0003,0.08768513997395834,0.05172294361012367,0.08349758386611938,820,0.2,0.010799456387758255,0.0108625265,,,
971,4128768,84,4250,21.37,0,0,0,0.7432142496109009,-0.24109133378757786,-0.01577833183995002,0.0003,0.09130045572916666,0.05748536143025073,0.32227832078933716,830,0.2,0.007911721244454384,0.009338838,,,
981,4177920,85,4255,23.69,0,0,0,0.7556071281433105,-0.24395092382716635,-0.014768428786313355,0.0003,0.0980224609375,0.04573872656134578,0.35909414291381836,840,0.2,0.0121800247579813,0.010725676,,,
992,4227072,86,4261,23.76,0,0,0,0.8147499561309814,-0.2872742206013451,-0.012009358868939064,0.0003,0.08027750651041667,0.03397612854120477,0.37830591201782227,850,0.2,-0.004496058449149132,0.0064757145,,,
1002,4276224,87,4267,24.18,0,0,0,0.8470714688301086,-0.25886752442456784,-0.007529851470462745,0.0003,0.060906982421875,0.022866181764402426,0.4051385521888733,860,0.2,0.005438897758722305,0.011721817,,,
1012,4325376,88,4272,22.37,0,0,0,0.8712499737739563,-0.236630016968896,-0.0037650228165451455,0.0003,0.03771158854166667,0.01657004865022221,0.4276600480079651,870,0.2,0.011813831515610218,0.004385538,,,
1022,4374528,89,4277,21.8,0,0,0,0.8638213872909546,-0.20535297860236218,-0.0034089111729978566,0.0003,0.043499755859375,0.012561308061534267,0.42654353380203247,880,0.2,0.007280833553522825,0.004229034,,,
1032,4423680,90,4283,23.78,0,0,0,0.8678572177886963,-0.18253626863006503,-0.0020067978223778484,0.0003,0.030047607421875,0.011677058052858532,0.4567566514015198,890,0.2,0.005493650212883949,0.0024348742,,,
1042,4472832,91,4289,22.48,0,0,0,0.8427141308784485,-0.1624352825883155,-0.0023158816028929627,0.0003,0.032562255859375,0.012093917918173247,0.4330293536186218,900,0.2,0.006051414646208286,0.002758824,,,
