time/fps,time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/learning_rate,train/entropy_loss,train/value_loss,train/loss,train/explained_variance,train/clip_fraction,shield/transition_timestep,shield/ignore_prob,shield/stage
3981,4079616,0.8251015543937683,83,18.77,1024,820,-0.0016196376234195971,0.2,0.0046611573,0.0003,-0.5713544392492622,0.019047470243094722,0.004647652618587017,0.2700319290161133,0.03372802734375,,,
3982,4128768,0.6945937275886536,84,16.58,1036,830,-0.0008620776434023962,0.2,0.0032641105,0.0003,-0.5724783352110535,0.017121481553961832,-0.0038380036130547523,0.29229992628097534,0.024886067708333334,,,
3982,4177920,0.7649961113929749,85,19.47,1049,840,-0.0012498080655253337,0.2,0.0043587913,0.0003,-0.5804371734149754,0.017621190731976336,0.0047830855473876,0.28168344497680664,0.035573323567708336,,,
3981,4227072,0.7990390658378601,86,18.19,1061,850,-0.0015749153535580263,0.2,0.004638621,0.0003,-0.5871607581463952,0.018318803274451057,0.008101539686322212,0.2778893709182739,0.032704671223958336,,,
3980,4276224,0.7333984375,87,17.45,1074,860,-0.0012874300711397761,0.2,0.0045259926,0.0003,-0.5887427701304356,0.018729234669929914,0.011129604652523994,0.2840099334716797,0.029506429036458334,,,
3980,4325376,0.7712538838386536,88,17.44,1086,870,-0.0014034806220782532,0.2,0.0029716485,0.0003,-0.5866006659033398,0.016760254328498075,0.004148487932980061,0.2948368191719055,0.025144449869791665,,,
3980,4374528,0.7774218916893005,89,18.2,1099,880,-0.0012504861818039596,0.2,0.0037835885,0.0003,-0.574865801508228,0.01830650806587073,0.00781659409403801,0.2804083824157715,0.027492268880208334,,,
3980,4423680,0.7041718363761902,90,17.02,1111,890,-0.0014305524415855568,0.2,0.004175343,0.0003,-0.5965922666403155,0.015279341647207427,0.006406715139746666,0.3035188317298889,0.035980224609375,,,
3980,4472832,0.767351508140564,91,18.45,1123,900,-0.0009492127691676917,0.2,0.003726783,0.0003,-0.596691207618763,0.01645467148773605,0.00961393304169178,0.28317171335220337,0.030539957682291667,,,
3980,4521984,0.7711483836174011,92,17.53,1136,910,-0.0011398742594489401,0.2,0.0035883756,0.0003,-0.6165478676867981,0.017500211417306368,0.0018543330952525139,0.2769566774368286,0.027976481119791667,,,
3980,4571136,0.6775118112564087,93,16.4,1148,920,-0.0011376482475194886,0.2,0.00339394,0.0003,-0.6053165316892167,0.01772411750983641,0.01659301668405533,0.27648115158081055,0.026534016927083334,,,
3980,4620288,0.7315352559089661,94,17.15,1160,930,-0.0014136067560684752,0.2,0.0036560546,0.0003,-0.5671431442722679,0.0183721643545141,0.003936356864869595,0.27702033519744873,0.032763671875,,,
3979,4669440,0.7714998722076416,95,17.16,1173,940,-0.001130133388020719,0.2,0.0033615718,0.0003,-0.571579135938858,0.0170398861180729,0.008873125538229942,0.292206346988678,0.029189046223958334,,,
3978,4718592,0.7153671979904175,96,16.19,1185,950,-0.001110418653540061,0.2,0.0029791917,0.0003,-0.5710985797612618,0.018060652632023753,0.00846528448164463,0.28009384870529175,0.024147542317708333,,,
3977,4767744,0.780093789100647,97,17.72,1198,960,-0.001161410139563183,0.2,0.0033241713,0.0003,-0.5658474257215858,0.01721760192255412,0.006524254567921162,0.2849392294883728,0.03140665690104167,,,
3977,4816896,0.7806562185287476,98,17.38,1211,970,-0.0015880290174512387,0.2,0.0044010486,0.0003,-0.5775526111635069,0.015854378718237663,0.008770033717155457,0.29218316078186035,0.03576456705729167,,,
3976,4866048,0.7498475909233093,99,17.72,1223,980,-0.0013858768816135125,0.2,0.0037408916,0.0003,-0.5808848841115832,0.015756852819322376,0.005516257137060165,0.28785544633865356,0.033369954427083334,,,
3975,4915200,0.7301992774009705,100,17.73,1236,990,-0.0011047786310882657,0.2,0.0035469725,0.0003,-0.5774814403615892,0.016456765503244243,0.0010783504694700241,0.2930344343185425,0.023811848958333333,,,
3974,4964352,0.7048398852348328,101,16.92,1249,1000,-0.0009134203222250411,0.2,0.0032357548,0.0003,-0.5886040108278394,0.016803744140391548,0.006614099256694317,0.29130297899246216,0.024737548828125,,,
3966,5013504,0.7503046989440918,102,17.7,1263,1010,-0.0015058488347373593,0.2,0.0058369082,0.0003,-0.5880138020652036,0.01926904777913781,0.011436478234827518,0.275773286819458,0.030389404296875,,,
