time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/clip_range,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/loss,train/explained_variance,train/value_loss,train/n_updates
159744,78,475,200.0,0.0,335,0.2,0.173486328125,0.0003,-0.01744298251287546,0.027998306,-1.4101378262042998,0.009549790993332863,-0.791661262512207,1.2315840767485042e-05,770
161792,79,475,200.0,0.0,340,0.2,0.141162109375,0.0003,-0.013777618174208328,0.012625888,-1.4462203092873096,-0.03733630105853081,-1.1778275966644287,2.565459747359e-05,780
163840,80,475,200.0,0.0,344,0.2,0.188525390625,0.0003,-0.018240807882102673,0.018957883,-1.4175262857228517,-0.03545910120010376,-3.562974452972412,3.0478560671554077e-05,790
165888,81,475,200.0,0.0,348,0.2,0.22744140625,0.0003,-0.021158199444471393,0.025319397,-1.4611699186265468,-0.04685996472835541,-1.7799160480499268,1.2930498674279533e-05,800
167936,82,475,200.0,0.0,353,0.2,0.139111328125,0.0003,-0.016152236363268457,0.012499265,-1.482389659062028,-0.01663631945848465,-1.4284446239471436,4.353714880664938e-05,810
169984,83,475,200.0,0.0,357,0.2,0.163671875,0.0003,-0.021607529064931442,0.017097816,-1.4118629407137633,-0.04539142921566963,-0.3411775827407837,3.6188768001466086e-05,820
172032,84,475,199.46,0.0,361,0.2,0.238037109375,0.0003,-0.02743494679161813,0.017018493,-1.4542915053665637,-0.0482894666492939,-3.8856167793273926,2.61644274459627e-05,830
174080,85,475,199.46,0.0,365,0.2,0.161328125,0.0003,-0.018635424971580505,0.016146194,-1.4549790371209383,-0.031509771943092346,-1.1338224411010742,2.9411253755995403e-05,840
176128,86,476,199.46,0.0,369,0.2,0.181005859375,0.0003,-0.017302847876999296,0.024195228,-1.504042624309659,0.01908802054822445,-1.0275242328643799,1.414221325148901e-05,850
178176,87,476,199.46,0.0,374,0.2,0.18662109375,0.0003,-0.01593871303193737,0.016279541,-1.4837745524942876,-0.0048448266461491585,-3.0411272048950195,1.634795348479656e-05,860
180224,88,476,199.46,0.0,378,0.2,0.162890625,0.0003,-0.021919232739310245,0.01464108,-1.5270979952067136,-0.03964284807443619,-3.0835275650024414,7.213052972190325e-05,870
182272,89,476,199.46,0.0,382,0.2,0.20107421875,0.0003,-0.023403170688834508,0.02180912,-1.528768666088581,-0.03249251842498779,-5.185457229614258,9.215309864885057e-06,880
184320,90,476,199.46,0.0,387,0.2,0.210595703125,0.0003,-0.021870305671473033,0.017308328,-1.5094581048935651,0.04628877714276314,-1.3635382652282715,1.7010710953968557e-05,890
186368,91,476,199.46,0.0,391,0.2,0.24599609375,0.0003,-0.028172134184569587,0.022955451,-1.5280382420867682,-0.04024926945567131,-2.8103837966918945,1.1584856036961354e-05,900
188416,92,476,199.46,0.0,395,0.2,0.17392578125,0.0003,-0.016958320957201067,0.018854976,-1.5397512160241604,-0.03915763273835182,-3.788933277130127,2.6124897368617893e-05,910
190464,93,476,199.32,0.0,399,0.2,0.178076171875,0.0003,-0.024130428588250652,0.017431132,-1.4870853498578072,-0.03579733520746231,-4.602468490600586,8.3079806259434e-06,920
192512,94,476,199.86,0.0,404,0.2,0.227490234375,0.0003,-0.03086463957588421,0.021887068,-1.4784624807536602,-0.053650934249162674,-6.544021129608154,2.146035960208792e-05,930
194560,95,476,199.86,0.0,408,0.2,0.205126953125,0.0003,-0.020512114712619222,0.017822918,-1.483850533887744,-0.0606386624276638,-4.243425369262695,9.42835879698123e-06,940
196608,96,476,199.86,0.0,412,0.2,0.21044921875,0.0003,-0.028550008793536107,0.01817302,-1.459044872224331,-0.04058469831943512,-5.8724517822265625,1.3753742043576267e-05,950
198656,97,476,199.86,0.0,417,0.2,0.1822265625,0.0003,-0.023630583556951024,0.01501919,-1.456748803704977,-0.048816222697496414,-3.318356990814209,1.9238411974953352e-05,960
200704,98,476,199.86,0.0,421,0.2,0.20625,0.0003,-0.02239213234206545,0.021164816,-1.4750858828425408,-0.053513091057538986,-2.4091899394989014,1.4395479549023094e-05,970
